timestamp_utc,city,temp,humidity,description
2026-07-15T00:00:22.453043+00:00,Istanbul,21.49,100,clear sky
2026-07-15T00:00:22.453043+00:00,Ankara,17.34,68,clear sky
2026-07-15T00:00:22.453043+00:00,İzmir,20.96,55,clear sky
2026-07-15T00:00:22.453043+00:00,Berlin,18.55,67,few clouds
2026-07-15T00:00:22.453043+00:00,London,19.22,77,broken clouds
2026-07-15T04:07:41.112234+00:00,Istanbul,21.14,100,clear sky
2026-07-15T04:07:41.112234+00:00,Ankara,16.23,71,clear sky
2026-07-15T04:07:41.112234+00:00,İzmir,22.04,54,clear sky
2026-07-15T04:07:41.112234+00:00,Berlin,17.14,73,clear sky
2026-07-15T04:07:41.112234+00:00,London,17.12,85,scattered clouds
2026-07-15T07:17:07.019072+00:00,Istanbul,25.75,66,clear sky
2026-07-15T07:17:07.019072+00:00,Ankara,21.78,55,clear sky
2026-07-15T07:17:07.019072+00:00,İzmir,28.51,34,clear sky
2026-07-15T07:17:07.019072+00:00,Berlin,20.76,60,few clouds
2026-07-15T07:17:07.019072+00:00,London,19.57,78,clear sky
2026-07-15T10:06:09.818598+00:00,Istanbul,25.75,61,clear sky
2026-07-15T10:06:09.818598+00:00,Ankara,25.67,39,clear sky
2026-07-15T10:06:09.818598+00:00,İzmir,31.29,23,clear sky
2026-07-15T10:06:09.818598+00:00,Berlin,25.09,41,clear sky
2026-07-15T10:06:09.818598+00:00,London,24.55,62,clear sky
2026-07-15T12:18:38.353626+00:00,Istanbul,28.47,75,clear sky
2026-07-15T12:18:38.353626+00:00,Ankara,28.45,31,clear sky
2026-07-15T12:18:38.353626+00:00,İzmir,34.62,17,clear sky
2026-07-15T12:18:38.353626+00:00,Berlin,26.96,34,clear sky
2026-07-15T12:18:38.353626+00:00,London,26.88,52,clear sky
2026-07-15T14:55:25.911894+00:00,Istanbul,28.73,60,clear sky
2026-07-15T14:55:25.911894+00:00,Ankara,28.45,29,clear sky
2026-07-15T14:55:25.911894+00:00,İzmir,34.62,15,clear sky
2026-07-15T14:55:25.911894+00:00,Berlin,24.85,43,broken clouds
2026-07-15T14:55:25.911894+00:00,London,28.3,44,clear sky
2026-07-15T16:26:35.748976+00:00,Istanbul,28.32,72,clear sky
2026-07-15T16:26:35.748976+00:00,Ankara,27.89,31,few clouds
2026-07-15T16:26:35.748976+00:00,İzmir,34.62,16,clear sky
2026-07-15T16:26:35.748976+00:00,Berlin,24.48,42,broken clouds
2026-07-15T16:26:35.748976+00:00,London,27.99,44,clear sky
2026-07-15T18:11:08.095651+00:00,Istanbul,25.75,72,clear sky
2026-07-15T18:11:08.095651+00:00,Ankara,25.67,36,few clouds
2026-07-15T18:11:08.095651+00:00,İzmir,30.73,42,clear sky
2026-07-15T18:11:08.095651+00:00,Berlin,23.43,40,broken clouds
2026-07-15T18:11:08.095651+00:00,London,26.55,45,clear sky
2026-07-15T20:13:13.206644+00:00,Istanbul,25.69,68,clear sky
2026-07-15T20:13:13.206644+00:00,Ankara,22.89,50,clear sky
2026-07-15T20:13:13.206644+00:00,İzmir,24.92,62,clear sky
2026-07-15T20:13:13.206644+00:00,Berlin,21.32,48,overcast clouds
2026-07-15T20:13:13.206644+00:00,London,23.9,54,clear sky
2026-07-15T22:04:54.194405+00:00,Istanbul,23.32,100,clear sky
2026-07-15T22:04:54.194405+00:00,Ankara,21.23,59,clear sky
2026-07-15T22:04:54.194405+00:00,İzmir,23.62,64,clear sky
2026-07-15T22:04:54.194405+00:00,Berlin,20.25,55,overcast clouds
2026-07-15T22:04:54.194405+00:00,London,20.88,67,clear sky
2026-07-16T00:01:32.662617+00:00,Istanbul,22.6,100,clear sky
2026-07-16T00:01:32.662617+00:00,Ankara,19.56,67,clear sky
2026-07-16T00:01:32.662617+00:00,İzmir,22.17,58,clear sky
2026-07-16T00:01:32.662617+00:00,Berlin,19.06,67,broken clouds
2026-07-16T00:01:32.662617+00:00,London,18.46,75,clear sky
2026-07-16T04:11:26.090416+00:00,Istanbul,23.42,100,scattered clouds
2026-07-16T04:11:26.090416+00:00,Ankara,18.45,71,clear sky
2026-07-16T04:11:26.090416+00:00,İzmir,23.11,64,clear sky
2026-07-16T04:11:26.090416+00:00,Berlin,16.94,85,scattered clouds
2026-07-16T04:11:26.090416+00:00,London,15.89,86,clear sky
2026-07-16T07:24:40.537169+00:00,Istanbul,26.31,67,clear sky
2026-07-16T07:24:40.537169+00:00,Ankara,23.45,51,clear sky
2026-07-16T07:24:40.537169+00:00,İzmir,29.62,42,clear sky
2026-07-16T07:24:40.537169+00:00,Berlin,22.17,67,clear sky
2026-07-16T07:24:40.537169+00:00,London,18.82,78,clear sky
2026-07-16T10:12:49.679135+00:00,Istanbul,29.96,100,clear sky
2026-07-16T10:12:49.679135+00:00,Ankara,27.34,33,clear sky
2026-07-16T10:12:49.679135+00:00,İzmir,34.62,22,clear sky
2026-07-16T10:12:49.679135+00:00,Berlin,27.19,51,clear sky
2026-07-16T10:12:49.679135+00:00,London,24.66,60,clear sky
2026-07-16T12:22:13.262534+00:00,Istanbul,30.69,86,clear sky
2026-07-16T12:22:13.262534+00:00,Ankara,29.0,29,clear sky
2026-07-16T12:22:13.262534+00:00,İzmir,35.73,14,clear sky
2026-07-16T12:22:13.262534+00:00,Berlin,28.65,44,clear sky
2026-07-16T12:22:13.262534+00:00,London,28.11,47,clear sky
2026-07-16T15:05:24.976419+00:00,Istanbul,29.61,76,clear sky
2026-07-16T15:05:24.976419+00:00,Ankara,29.56,28,clear sky
2026-07-16T15:05:24.976419+00:00,İzmir,36.29,15,clear sky
2026-07-16T15:05:24.976419+00:00,Berlin,30.03,35,scattered clouds
2026-07-16T15:05:24.976419+00:00,London,28.39,42,clear sky
2026-07-16T17:21:59.547116+00:00,Istanbul,26.42,62,clear sky
2026-07-16T17:21:59.547116+00:00,Ankara,27.34,37,clear sky
2026-07-16T17:21:59.547116+00:00,İzmir,34.62,51,clear sky
2026-07-16T17:21:59.547116+00:00,Berlin,28.96,39,scattered clouds
2026-07-16T17:21:59.547116+00:00,London,26.78,44,clear sky
2026-07-16T19:17:54.377410+00:00,Istanbul,26.04,78,few clouds
2026-07-16T19:17:54.377410+00:00,Ankara,24.56,49,clear sky
2026-07-16T19:17:54.377410+00:00,İzmir,23.79,62,clear sky
2026-07-16T19:17:54.377410+00:00,Berlin,26.01,47,scattered clouds
2026-07-16T19:17:54.377410+00:00,London,24.25,50,clear sky
2026-07-16T21:04:41.369742+00:00,Istanbul,25.88,78,broken clouds
2026-07-16T21:04:41.369742+00:00,Ankara,22.34,55,clear sky
2026-07-16T21:04:41.369742+00:00,İzmir,22.94,65,clear sky
2026-07-16T21:04:41.369742+00:00,Berlin,22.53,63,broken clouds
2026-07-16T21:04:41.369742+00:00,London,21.88,58,clear sky
2026-07-16T23:00:07.716185+00:00,Istanbul,24.08,100,broken clouds
2026-07-16T23:00:07.716185+00:00,Ankara,20.67,62,clear sky
2026-07-16T23:00:07.716185+00:00,İzmir,22.52,56,clear sky
2026-07-16T23:00:07.716185+00:00,Berlin,21.61,72,broken clouds
2026-07-16T23:00:07.716185+00:00,London,19.41,69,clear sky
2026-07-17T00:08:52.091179+00:00,Istanbul,23.71,100,broken clouds
2026-07-17T00:08:52.091179+00:00,Ankara,20.11,66,clear sky
2026-07-17T00:08:52.091179+00:00,İzmir,21.95,48,clear sky
2026-07-17T00:08:52.091179+00:00,Berlin,21.36,64,scattered clouds
2026-07-17T00:08:52.091179+00:00,London,18.47,72,clear sky
2026-07-17T04:10:01.743837+00:00,Istanbul,23.42,100,few clouds
2026-07-17T04:10:01.743837+00:00,Ankara,19.0,70,clear sky
2026-07-17T04:10:01.743837+00:00,İzmir,21.79,53,clear sky
2026-07-17T04:10:01.743837+00:00,Berlin,20.34,69,scattered clouds
2026-07-17T04:10:01.743837+00:00,London,14.73,85,clear sky
2026-07-17T07:20:00.521862+00:00,Istanbul,26.31,68,broken clouds
2026-07-17T07:20:00.521862+00:00,Ankara,22.89,55,clear sky
2026-07-17T07:20:00.521862+00:00,İzmir,30.73,46,clear sky
2026-07-17T07:20:00.521862+00:00,Berlin,23.37,70,heavy intensity rain
2026-07-17T07:20:00.521862+00:00,London,16.81,79,clear sky
2026-07-17T10:02:01.879069+00:00,Istanbul,31.07,100,scattered clouds
2026-07-17T10:02:01.879069+00:00,Ankara,26.23,36,scattered clouds
2026-07-17T10:02:01.879069+00:00,İzmir,34.62,14,clear sky
2026-07-17T10:02:01.879069+00:00,Berlin,28.04,59,overcast clouds
2026-07-17T10:02:01.879069+00:00,London,23.36,55,clear sky
2026-07-17T12:12:50.554298+00:00,Istanbul,31.19,82,few clouds
2026-07-17T12:12:50.554298+00:00,Ankara,27.89,30,broken clouds
2026-07-17T12:12:50.554298+00:00,İzmir,35.73,12,clear sky
2026-07-17T12:12:50.554298+00:00,Berlin,29.07,52,overcast clouds
2026-07-17T12:12:50.554298+00:00,London,26.92,43,clear sky
2026-07-17T14:46:09.647623+00:00,Istanbul,29.82,76,clear sky
2026-07-17T14:46:09.647623+00:00,Ankara,29.0,31,scattered clouds
2026-07-17T14:46:09.647623+00:00,İzmir,36.29,15,clear sky
2026-07-17T14:46:09.647623+00:00,Berlin,29.91,50,overcast clouds
2026-07-17T14:46:09.647623+00:00,London,28.39,39,scattered clouds
2026-07-17T16:17:53.052236+00:00,Istanbul,26.89,74,clear sky
2026-07-17T16:17:53.052236+00:00,Ankara,27.34,34,scattered clouds
2026-07-17T16:17:53.052236+00:00,İzmir,35.73,19,clear sky
2026-07-17T16:17:53.052236+00:00,Berlin,28.29,55,overcast clouds
2026-07-17T16:17:53.052236+00:00,London,28.43,39,scattered clouds
2026-07-17T18:08:43.569236+00:00,Istanbul,26.36,77,clear sky
2026-07-17T18:08:43.569236+00:00,Ankara,25.67,38,few clouds
2026-07-17T18:08:43.569236+00:00,İzmir,31.29,56,clear sky
2026-07-17T18:08:43.569236+00:00,Berlin,21.5,77,heavy intensity rain
2026-07-17T18:08:43.569236+00:00,London,27.79,40,scattered clouds
2026-07-17T20:08:26.958347+00:00,Istanbul,26.43,78,clear sky
2026-07-17T20:08:26.958347+00:00,Ankara,22.36,45,broken clouds
2026-07-17T20:08:26.958347+00:00,İzmir,23.44,37,clear sky
2026-07-17T20:08:26.958347+00:00,Berlin,21.13,87,overcast clouds
2026-07-17T20:08:26.958347+00:00,London,23.27,61,clear sky
2026-07-17T21:56:34.544066+00:00,Istanbul,24.82,100,clear sky
2026-07-17T21:56:34.544066+00:00,Ankara,21.78,54,broken clouds
2026-07-17T21:56:34.544066+00:00,İzmir,23.13,38,clear sky
2026-07-17T21:56:34.544066+00:00,Berlin,20.37,93,heavy intensity rain
2026-07-17T21:56:34.544066+00:00,London,19.66,76,clear sky
2026-07-17T22:55:48.154820+00:00,Istanbul,24.08,100,clear sky
2026-07-17T22:55:48.154820+00:00,Ankara,21.23,55,broken clouds
2026-07-17T22:55:48.154820+00:00,İzmir,23.4,37,clear sky
2026-07-17T22:55:48.154820+00:00,Berlin,19.81,95,overcast clouds
2026-07-17T22:55:48.154820+00:00,London,18.99,78,clear sky
2026-07-17T23:56:31.559957+00:00,Istanbul,23.71,100,clear sky
2026-07-17T23:56:31.559957+00:00,Ankara,20.67,57,scattered clouds
2026-07-17T23:56:31.559957+00:00,İzmir,23.54,40,clear sky
2026-07-17T23:56:31.559957+00:00,Berlin,19.04,96,overcast clouds
2026-07-17T23:56:31.559957+00:00,London,18.11,81,clear sky
2026-07-18T03:14:34.728240+00:00,Istanbul,23.36,100,clear sky
2026-07-18T03:14:34.728240+00:00,Ankara,19.56,60,clear sky
2026-07-18T03:14:34.728240+00:00,İzmir,21.53,50,clear sky
2026-07-18T03:14:34.728240+00:00,Berlin,17.56,88,overcast clouds
2026-07-18T03:14:34.728240+00:00,London,16.86,77,clear sky
2026-07-18T06:08:10.533309+00:00,Istanbul,26.86,69,clear sky
2026-07-18T06:08:10.533309+00:00,Ankara,22.89,50,clear sky
2026-07-18T06:08:10.533309+00:00,İzmir,29.62,36,clear sky
2026-07-18T06:08:10.533309+00:00,Berlin,17.86,79,overcast clouds
2026-07-18T06:08:10.533309+00:00,London,16.22,80,scattered clouds
2026-07-18T08:50:15.555310+00:00,Istanbul,26.86,68,clear sky
2026-07-18T08:50:15.555310+00:00,Ankara,25.67,40,clear sky
2026-07-18T08:50:15.555310+00:00,İzmir,31.29,21,clear sky
2026-07-18T08:50:15.555310+00:00,Berlin,20.62,72,few clouds
2026-07-18T08:50:15.555310+00:00,London,18.84,62,clear sky
2026-07-18T10:21:12.843280+00:00,Istanbul,26.31,61,clear sky
2026-07-18T10:21:12.843280+00:00,Ankara,26.78,34,clear sky
2026-07-18T10:21:12.843280+00:00,İzmir,34.62,16,clear sky
2026-07-18T10:21:12.843280+00:00,Berlin,21.4,64,few clouds
2026-07-18T10:21:12.843280+00:00,London,20.76,53,clear sky
2026-07-18T11:54:55.013432+00:00,Istanbul,31.49,63,clear sky
2026-07-18T11:54:55.013432+00:00,Ankara,29.0,28,clear sky
2026-07-18T11:54:55.013432+00:00,İzmir,36.29,11,clear sky
2026-07-18T11:54:55.013432+00:00,Berlin,23.42,57,few clouds
2026-07-18T11:54:55.013432+00:00,London,22.64,48,clear sky
2026-07-18T13:23:36.088262+00:00,Istanbul,29.82,66,clear sky
2026-07-18T13:23:36.088262+00:00,Ankara,29.0,28,few clouds
2026-07-18T13:23:36.088262+00:00,İzmir,36.29,10,clear sky
2026-07-18T13:23:36.088262+00:00,Berlin,24.29,53,scattered clouds
2026-07-18T13:23:36.088262+00:00,London,23.43,49,few clouds
2026-07-18T14:57:22.011422+00:00,Istanbul,27.39,73,clear sky
2026-07-18T14:57:22.011422+00:00,Ankara,29.0,29,scattered clouds
2026-07-18T14:57:22.011422+00:00,İzmir,36.29,11,clear sky
2026-07-18T14:57:22.011422+00:00,Berlin,24.58,48,scattered clouds
2026-07-18T14:57:22.011422+00:00,London,22.77,48,broken clouds
2026-07-18T16:03:03.766872+00:00,Istanbul,26.68,74,clear sky
2026-07-18T16:03:03.766872+00:00,Ankara,29.56,29,scattered clouds
2026-07-18T16:03:03.766872+00:00,İzmir,36.29,14,clear sky
2026-07-18T16:03:03.766872+00:00,Berlin,23.2,50,scattered clouds
2026-07-18T16:03:03.766872+00:00,London,23.09,47,broken clouds
2026-07-18T17:57:40.002259+00:00,Istanbul,26.54,76,clear sky
2026-07-18T17:57:40.002259+00:00,Ankara,26.78,35,broken clouds
2026-07-18T17:57:40.002259+00:00,İzmir,33.51,44,clear sky
2026-07-18T17:57:40.002259+00:00,Berlin,21.87,56,scattered clouds
2026-07-18T17:57:40.002259+00:00,London,21.58,51,broken clouds
2026-07-18T19:16:12.606791+00:00,Istanbul,24.82,100,clear sky
2026-07-18T19:16:12.606791+00:00,Ankara,25.67,38,broken clouds
2026-07-18T19:16:12.606791+00:00,İzmir,26.62,59,clear sky
2026-07-18T19:16:12.606791+00:00,Berlin,20.67,60,broken clouds
2026-07-18T19:16:12.606791+00:00,London,20.17,56,broken clouds
2026-07-18T20:54:20.800648+00:00,Istanbul,24.82,100,clear sky
2026-07-18T20:54:20.800648+00:00,Ankara,23.45,46,scattered clouds
2026-07-18T20:54:20.800648+00:00,İzmir,24.7,50,clear sky
2026-07-18T20:54:20.800648+00:00,Berlin,18.49,66,broken clouds
2026-07-18T20:54:20.800648+00:00,London,18.14,61,broken clouds
2026-07-18T21:54:51.431534+00:00,Istanbul,24.82,100,clear sky
2026-07-18T21:54:51.431534+00:00,Ankara,22.89,52,scattered clouds
2026-07-18T21:54:51.431534+00:00,İzmir,24.1,50,clear sky
2026-07-18T21:54:51.431534+00:00,Berlin,17.55,67,scattered clouds
2026-07-18T21:54:51.431534+00:00,London,16.85,65,scattered clouds
2026-07-18T22:54:09.235555+00:00,Istanbul,23.71,100,clear sky
2026-07-18T22:54:09.235555+00:00,Ankara,22.34,57,scattered clouds
2026-07-18T22:54:09.235555+00:00,İzmir,23.42,51,clear sky
2026-07-18T22:54:09.235555+00:00,Berlin,15.74,78,scattered clouds
2026-07-18T22:54:09.235555+00:00,London,15.88,68,scattered clouds
2026-07-18T23:57:10.564822+00:00,Istanbul,23.71,100,clear sky
2026-07-18T23:57:10.564822+00:00,Ankara,21.23,59,few clouds
2026-07-18T23:57:10.564822+00:00,İzmir,26.29,53,clear sky
2026-07-18T23:57:10.564822+00:00,Berlin,16.69,75,scattered clouds
2026-07-18T23:57:10.564822+00:00,London,15.08,71,scattered clouds
2026-07-19T03:39:22.976472+00:00,Istanbul,22.97,100,clear sky
2026-07-19T03:39:22.976472+00:00,Ankara,19.56,63,clear sky
2026-07-19T03:39:22.976472+00:00,İzmir,22.24,62,clear sky
2026-07-19T03:39:22.976472+00:00,Berlin,15.48,71,broken clouds
2026-07-19T03:39:22.976472+00:00,London,12.91,77,clear sky
2026-07-19T06:33:27.477227+00:00,Istanbul,26.31,65,clear sky
2026-07-19T06:33:27.477227+00:00,Ankara,24.0,51,clear sky
2026-07-19T06:33:27.477227+00:00,İzmir,28.51,46,clear sky
2026-07-19T06:33:27.477227+00:00,Berlin,16.09,67,overcast clouds
2026-07-19T06:33:27.477227+00:00,London,14.15,71,clear sky
2026-07-19T09:06:51.015576+00:00,Istanbul,26.84,60,clear sky
2026-07-19T09:06:51.015576+00:00,Ankara,27.34,41,clear sky
2026-07-19T09:06:51.015576+00:00,İzmir,32.4,20,clear sky
2026-07-19T09:06:51.015576+00:00,Berlin,19.31,61,overcast clouds
2026-07-19T09:06:51.015576+00:00,London,18.2,54,broken clouds
2026-07-19T11:11:37.152840+00:00,Istanbul,30.21,46,clear sky
2026-07-19T11:11:37.152840+00:00,Ankara,29.56,34,clear sky
2026-07-19T11:11:37.152840+00:00,İzmir,35.73,10,clear sky
2026-07-19T11:11:37.152840+00:00,Berlin,21.45,51,overcast clouds
2026-07-19T11:11:37.152840+00:00,London,20.36,47,scattered clouds
2026-07-19T13:25:07.344111+00:00,Istanbul,29.93,58,clear sky
2026-07-19T13:25:07.344111+00:00,Ankara,30.67,31,clear sky
2026-07-19T13:25:07.344111+00:00,İzmir,39.51,9,clear sky
2026-07-19T13:25:07.344111+00:00,Berlin,21.64,51,overcast clouds
2026-07-19T13:25:07.344111+00:00,London,22.48,39,overcast clouds
2026-07-19T14:59:51.455501+00:00,Istanbul,29.59,66,clear sky
2026-07-19T14:59:51.455501+00:00,Ankara,31.23,28,clear sky
2026-07-19T14:59:51.455501+00:00,İzmir,36.29,12,clear sky
2026-07-19T14:59:51.455501+00:00,Berlin,18.91,63,heavy intensity rain
2026-07-19T14:59:51.455501+00:00,London,23.62,36,scattered clouds
2026-07-19T16:04:26.723232+00:00,Istanbul,27.39,61,clear sky
2026-07-19T16:04:26.723232+00:00,Ankara,31.78,26,clear sky
2026-07-19T16:04:26.723232+00:00,İzmir,35.73,15,clear sky
2026-07-19T16:04:26.723232+00:00,Berlin,17.33,69,heavy intensity rain
2026-07-19T16:04:26.723232+00:00,London,23.17,36,scattered clouds
2026-07-19T17:59:53.281581+00:00,Istanbul,26.75,71,clear sky
2026-07-19T17:59:53.281581+00:00,Ankara,25.13,36,clear sky
2026-07-19T17:59:53.281581+00:00,İzmir,24.89,32,clear sky
2026-07-19T17:59:53.281581+00:00,Berlin,16.7,81,overcast clouds
2026-07-19T17:59:53.281581+00:00,London,21.56,40,few clouds
2026-07-19T19:20:06.209933+00:00,Istanbul,25.2,100,clear sky
2026-07-19T19:20:06.209933+00:00,Ankara,22.36,42,clear sky
2026-07-19T19:20:06.209933+00:00,İzmir,24.81,34,clear sky
2026-07-19T19:20:06.209933+00:00,Berlin,15.87,82,overcast clouds
2026-07-19T19:20:06.209933+00:00,London,19.84,46,clear sky
2026-07-19T20:54:55.545148+00:00,Istanbul,24.43,100,clear sky
2026-07-19T20:54:55.545148+00:00,Ankara,25.67,38,clear sky
2026-07-19T20:54:55.545148+00:00,İzmir,29.62,49,clear sky
2026-07-19T20:54:55.545148+00:00,Berlin,15.02,87,scattered clouds
2026-07-19T20:54:55.545148+00:00,London,17.21,54,clear sky
2026-07-19T21:57:07.891186+00:00,Istanbul,24.05,100,clear sky
2026-07-19T21:57:07.891186+00:00,Ankara,25.11,38,clear sky
2026-07-19T21:57:07.891186+00:00,İzmir,28.51,48,clear sky
2026-07-19T21:57:07.891186+00:00,Berlin,14.8,85,scattered clouds
2026-07-19T21:57:07.891186+00:00,London,16.13,58,clear sky
2026-07-19T23:00:01.800210+00:00,Istanbul,23.32,100,clear sky
2026-07-19T23:00:01.800210+00:00,Ankara,24.0,46,clear sky
2026-07-19T23:00:01.800210+00:00,İzmir,25.73,49,clear sky
2026-07-19T23:00:01.800210+00:00,Berlin,13.8,71,scattered clouds
2026-07-19T23:00:01.800210+00:00,London,15.26,62,clear sky
2026-07-20T00:05:49.373207+00:00,Istanbul,22.97,100,clear sky
2026-07-20T00:05:49.373207+00:00,Ankara,22.89,51,clear sky
2026-07-20T00:05:49.373207+00:00,İzmir,24.62,49,clear sky
2026-07-20T00:05:49.373207+00:00,Berlin,11.89,74,broken clouds
2026-07-20T00:05:49.373207+00:00,London,14.23,67,clear sky
2026-07-20T04:37:56.413647+00:00,Istanbul,23.42,100,clear sky
2026-07-20T04:37:56.413647+00:00,Ankara,21.78,52,clear sky
2026-07-20T04:37:56.413647+00:00,İzmir,22.4,44,clear sky
2026-07-20T04:37:56.413647+00:00,Berlin,13.5,89,light rain
2026-07-20T04:37:56.413647+00:00,London,11.37,79,overcast clouds
2026-07-20T08:08:59.367215+00:00,Istanbul,26.69,66,clear sky
2026-07-20T08:08:59.367215+00:00,Ankara,30.11,30,clear sky
2026-07-20T08:08:59.367215+00:00,İzmir,27.48,26,clear sky
2026-07-20T08:08:59.367215+00:00,Berlin,15.26,83,light rain
2026-07-20T08:08:59.367215+00:00,London,16.77,66,scattered clouds
2026-07-20T11:48:46.488172+00:00,Istanbul,32.63,39,clear sky
2026-07-20T11:48:46.488172+00:00,Ankara,32.89,28,clear sky
2026-07-20T11:48:46.488172+00:00,İzmir,36.29,12,clear sky
2026-07-20T11:48:46.488172+00:00,Berlin,18.06,76,overcast clouds
2026-07-20T11:48:46.488172+00:00,London,23.23,39,scattered clouds
2026-07-20T14:14:02.973420+00:00,Istanbul,31.24,78,clear sky
2026-07-20T14:14:02.973420+00:00,Ankara,32.89,27,clear sky
2026-07-20T14:14:02.973420+00:00,İzmir,37.4,17,clear sky
2026-07-20T14:14:02.973420+00:00,Berlin,19.33,67,broken clouds
2026-07-20T14:14:02.973420+00:00,London,26.04,34,clear sky
2026-07-20T16:26:33.410396+00:00,Istanbul,27.39,69,clear sky
2026-07-20T16:26:33.410396+00:00,Ankara,32.34,28,clear sky
2026-07-20T16:26:33.410396+00:00,İzmir,35.73,23,clear sky
2026-07-20T16:26:33.410396+00:00,Berlin,18.94,68,broken clouds
2026-07-20T16:26:33.410396+00:00,London,26.13,32,few clouds
2026-07-20T18:55:19.737286+00:00,Istanbul,26.43,74,clear sky
2026-07-20T18:55:19.737286+00:00,Ankara,25.13,46,clear sky
2026-07-20T18:55:19.737286+00:00,İzmir,31.29,51,clear sky
2026-07-20T18:55:19.737286+00:00,Berlin,17.31,65,overcast clouds
2026-07-20T18:55:19.737286+00:00,London,22.86,46,clear sky
2026-07-20T20:24:04.103492+00:00,Istanbul,24.43,100,clear sky
2026-07-20T20:24:04.103492+00:00,Ankara,25.67,42,clear sky
2026-07-20T20:24:04.103492+00:00,İzmir,24.31,67,clear sky
2026-07-20T20:24:04.103492+00:00,Berlin,16.71,61,overcast clouds
2026-07-20T20:24:04.103492+00:00,London,19.88,60,clear sky
2026-07-20T22:03:12.545295+00:00,Istanbul,23.32,100,clear sky
2026-07-20T22:03:12.545295+00:00,Ankara,24.56,47,clear sky
2026-07-20T22:03:12.545295+00:00,İzmir,24.14,57,clear sky
2026-07-20T22:03:12.545295+00:00,Berlin,15.11,65,overcast clouds
2026-07-20T22:03:12.545295+00:00,London,18.19,67,clear sky
2026-07-20T23:59:15.091664+00:00,Istanbul,23.32,100,clear sky
2026-07-20T23:59:15.091664+00:00,Ankara,22.89,49,clear sky
2026-07-20T23:59:15.091664+00:00,İzmir,28.51,55,clear sky
2026-07-20T23:59:15.091664+00:00,Berlin,13.87,66,overcast clouds
2026-07-20T23:59:15.091664+00:00,London,16.8,73,clear sky
2026-07-21T03:35:07.823195+00:00,Istanbul,22.6,100,clear sky
2026-07-21T03:35:07.823195+00:00,Ankara,21.23,38,clear sky
2026-07-21T03:35:07.823195+00:00,İzmir,26.29,55,clear sky
2026-07-21T03:35:07.823195+00:00,Berlin,12.85,76,overcast clouds
2026-07-21T03:35:07.823195+00:00,London,14.31,81,clear sky
2026-07-21T06:32:15.493981+00:00,Istanbul,26.86,100,clear sky
2026-07-21T06:32:15.493981+00:00,Ankara,25.11,38,clear sky
2026-07-21T06:32:15.493981+00:00,İzmir,31.29,23,clear sky
2026-07-21T06:32:15.493981+00:00,Berlin,14.69,77,broken clouds
2026-07-21T06:32:15.493981+00:00,London,15.75,80,clear sky
2026-07-21T09:30:01.169346+00:00,Istanbul,26.86,100,clear sky
2026-07-21T09:30:01.169346+00:00,Ankara,29.56,29,clear sky
2026-07-21T09:30:01.169346+00:00,İzmir,35.73,19,clear sky
2026-07-21T09:30:01.169346+00:00,Berlin,21.35,55,overcast clouds
2026-07-21T09:30:01.169346+00:00,London,18.8,67,few clouds
2026-07-21T11:49:08.562819+00:00,Istanbul,33.28,33,clear sky
2026-07-21T11:49:08.562819+00:00,Ankara,31.78,12,clear sky
2026-07-21T11:49:08.562819+00:00,İzmir,37.4,16,clear sky
2026-07-21T11:49:08.562819+00:00,Berlin,22.01,48,broken clouds
2026-07-21T11:49:08.562819+00:00,London,22.5,57,few clouds
2026-07-21T14:01:03.490093+00:00,Istanbul,31.4,75,clear sky
2026-07-21T14:01:03.490093+00:00,Ankara,32.34,19,clear sky
2026-07-21T14:01:03.490093+00:00,İzmir,38.02,20,clear sky
2026-07-21T14:01:03.490093+00:00,Berlin,22.17,44,broken clouds
2026-07-21T14:01:03.490093+00:00,London,23.36,53,scattered clouds
2026-07-21T16:24:49.412539+00:00,Istanbul,30.31,91,clear sky
2026-07-21T16:24:49.412539+00:00,Ankara,30.11,21,clear sky
2026-07-21T16:24:49.412539+00:00,İzmir,35.73,28,clear sky
2026-07-21T16:24:49.412539+00:00,Berlin,22.8,37,overcast clouds
2026-07-21T16:24:49.412539+00:00,London,24.08,53,scattered clouds
2026-07-21T18:17:17.670155+00:00,Istanbul,28.12,100,clear sky
2026-07-21T18:17:17.670155+00:00,Ankara,26.78,32,clear sky
2026-07-21T18:17:17.670155+00:00,İzmir,31.29,39,clear sky
2026-07-21T18:17:17.670155+00:00,Berlin,20.97,39,overcast clouds
2026-07-21T18:17:17.670155+00:00,London,23.26,56,scattered clouds
2026-07-21T20:20:00.124139+00:00,Istanbul,27.05,100,clear sky
2026-07-21T20:20:00.124139+00:00,Ankara,22.36,38,clear sky
2026-07-21T20:20:00.124139+00:00,İzmir,30.73,41,clear sky
2026-07-21T20:20:00.124139+00:00,Berlin,17.83,52,overcast clouds
2026-07-21T20:20:00.124139+00:00,London,20.7,64,few clouds
2026-07-21T22:06:02.183117+00:00,Istanbul,24.82,100,clear sky
2026-07-21T22:06:02.183117+00:00,Ankara,20.69,48,clear sky
2026-07-21T22:06:02.183117+00:00,İzmir,28.51,37,clear sky
2026-07-21T22:06:02.183117+00:00,Berlin,15.64,68,scattered clouds
2026-07-21T22:06:02.183117+00:00,London,18.81,70,broken clouds
2026-07-21T23:57:36.304852+00:00,Istanbul,24.08,100,clear sky
2026-07-21T23:57:36.304852+00:00,Ankara,19.58,53,clear sky
